device_id	reading_time	temp_c	humidity_pct	status
D-6LE9C	2026-01-14T10:59:53	25.57	29.2	OK
D-UGZ40	2026-01-21T22:46:10	26.78	38.7	OK
D-96IRX	2026-01-13T16:54:51	28.64	67.6	OK
D-ZVQLQ	2026-01-25T18:15:38	17.33	79.4	OK
D-VO06V	2026-01-26T15:11:39	25.67	34.2	WARN
D-MQ5GL	2026-01-30T21:01:13	23.82	40.0	FAIL
D-BCCD4	2026-01-13T04:31:05	19.45	67.2	OK
D-FBQON	2026-01-06T19:05:40	27.33	74.2	FAIL
D-HC0DJ	2026-01-24T16:01:03	26.56	58.1	OK
D-ZVQLQ	2026-01-01T16:33:00	23.3	26.0	FAIL
D-FBQON	2026-01-29T18:37:37	24.51	25.7	FAIL
D-K5GYI	2026-01-27T12:43:32	17.69	25.9	OK
D-5F4C6	2026-01-02T05:18:57	20.76	26.8	OK
D-UGZ40	2026-01-03T08:11:08	20.75	79.0	OK
D-VZBMP	2026-01-26T03:45:43	26.09	61.2	FAIL
D-VW8SJ	2026-01-02T20:18:56	24.89	77.9	OK
D-MQ5GL	2026-01-05T17:15:42	21.75	47.8	OK
D-B61G9	2026-01-02T01:40:44	28.46	77.8	OK
D-3NGHB	2026-01-15T02:35:15	28.68	78.0	WARN
D-P66ZV	2026-01-13T12:54:59	18.02	31.3	OK
D-VW8SJ	2026-01-26T10:08:15	28.1	46.8	OK
D-K5GYI	2026-01-23T04:29:12	27.46	39.7	FAIL
D-XVT3O	2026-01-28T04:26:48	26.97	39.5	OK
D-BCCD4	2026-01-04T15:12:30	27.86	46.4	FAIL
D-96IRX	2026-01-01T00:34:05	19.43	29.3	OK
D-ZVQLQ	2026-01-22T00:10:24	21.17	78.3	OK
D-48WEG	2026-01-06T19:47:26	26.63	46.5	WARN
D-PQZDN	2026-01-25T20:51:43	24.84	36.6	OK
D-VW8SJ	2026-01-31T06:34:18	20.84	28.2	OK
D-K4U9M	2026-01-25T08:04:04	23.98	66.5	OK
D-EOXIR	2026-01-05T21:00:21	21.57	44.3	FAIL
D-6LE9C	2026-01-07T23:58:04	28.26	63.9	FAIL
D-HJYDA	2026-01-16T16:16:40	18.66	73.8	OK
D-PQZDN	2026-01-11T23:26:13	16.32	79.8	OK
D-HJYDA	2026-01-27T19:48:25	28.84	46.2	OK
D-K4U9M	2026-01-10T01:06:45	21.79	74.1	FAIL
D-4JDUD	2026-01-18T14:58:14	22.86	42.6	WARN
D-HC0DJ	2026-01-25T11:11:07	26.44	62.8	FAIL
D-3CJOP	2026-01-28T23:47:52	19.44	73.6	OK
D-T5JZT	2026-01-11T15:26:31	21.17	59.8	OK
D-XVT3O	2026-01-07T19:59:42	25.45	51.1	FAIL
D-4JDUD	2026-01-28T09:48:17	23.64	53.0	FAIL
D-3NGHB	2026-01-01T17:40:59	22.07	46.1	WARN
D-BCCD4	2026-01-10T12:31:29	18.49	61.5	FAIL
D-B61G9	2026-01-07T21:31:31	29.33	49.0	OK
D-96IRX	2026-01-12T15:36:42	21.8	38.0	OK
D-48WEG	2026-01-17T12:39:36	19.23	39.0	FAIL
D-3CJOP	2026-01-30T18:13:20	26.35	63.7	OK
D-VZBMP	2026-01-31T19:34:23	29.86	70.9	OK
D-3NGHB	2026-01-07T12:21:21	28.52	26.0	WARN
D-48WEG	2026-01-04T21:58:56	25.49	26.5	OK
D-VW8SJ	2026-01-15T09:05:55	21.08	75.3	OK
D-ZVQLQ	2026-01-19T18:23:31	25.25	56.4	OK
D-F7WO9	2026-01-11T20:03:29	26.88	61.7	OK
D-HC0DJ	2026-01-14T16:24:26	25.75	59.2	OK
D-ZVQLQ	2026-01-11T12:46:46	18.61	38.1	OK
D-XVT3O	2026-01-26T15:50:59	22.04	61.5	WARN
D-F7WO9	2026-01-28T19:43:53	24.92	73.9	WARN
D-EOXIR	2026-01-24T14:38:29	29.44	39.1	WARN
D-EOXIR	2026-01-31T19:32:13	17.9	27.8	OK
D-MQ5GL	2026-01-03T23:40:20	20.13	55.3	FAIL
D-VO06V	2026-01-12T23:39:32	26.38	71.5	OK
D-6LE9C	2026-01-01T20:47:21	27.09	60.3	WARN
D-48WEG	2026-01-24T02:12:17	27.0	66.4	OK
D-3CJOP	2026-01-14T17:08:16	17.99	42.8	FAIL
D-0VEA3	2026-01-30T21:39:05	17.82	39.5	OK
D-HJYDA	2026-01-24T21:51:00	22.68	67.3	WARN
D-F7WO9	2026-01-13T05:53:50	21.07	62.1	OK
D-3NGHB	2026-01-06T04:15:25	25.22	53.7	OK
D-3NGHB	2026-01-05T12:37:33	17.4	75.9	FAIL
D-5F4C6	2026-01-21T23:17:18	29.93	37.5	WARN
D-3CJOP	2026-01-26T18:56:42	19.22	70.5	FAIL
D-48WEG	2026-01-27T07:29:56	27.65	73.0	OK
D-GIMRU	2026-01-01T18:25:30	26.61	68.8	OK
D-F7WO9	2026-01-17T01:54:20	28.6	59.4	FAIL
D-P66ZV	2026-01-28T04:58:00	19.45	61.5	FAIL
D-5F4C6	2026-01-22T16:52:44	26.54	28.1	WARN
D-VW8SJ	2026-01-12T20:47:41	25.55	34.8	OK
D-0VEA3	2026-01-07T08:23:44	25.03	28.0	OK
D-5F4C6	2026-01-20T18:32:29	17.14	48.1	WARN
D-VW8SJ	2026-01-15T01:39:16	21.76	79.3	WARN
D-T5JZT	2026-01-04T07:30:54	23.28	66.9	FAIL
D-GIMRU	2026-01-22T02:15:01	19.01	47.8	OK
D-PQZDN	2026-01-11T21:56:24	28.18	42.9	OK
D-P66ZV	2026-01-31T22:24:27	20.59	68.2	OK
D-UGZ40	2026-01-04T03:18:53	17.61	55.8	WARN
D-3NGHB	2026-01-12T03:34:08	29.34	43.3	OK
D-MQ5GL	2026-01-31T00:55:21	19.93	36.8	WARN
D-VW8SJ	2026-01-21T12:16:16	17.93	62.1	FAIL
D-K4U9M	2026-01-29T07:43:31	21.31	70.7	OK
D-P66ZV	2026-01-28T07:37:18	29.21	73.3	WARN
D-VW8SJ	2026-01-05T04:04:28	25.91	55.5	OK
D-GIMRU	2026-01-07T13:27:20	16.28	55.3	OK
D-J9X2H	2026-01-02T11:08:12	17.36	39.1	FAIL
D-XVT3O	2026-01-20T19:07:16	25.35	57.8	WARN
D-3NGHB	2026-01-16T12:31:13	17.2	51.9	FAIL
D-VZBMP	2026-01-06T05:27:23	19.55	57.0	OK
D-VW8SJ	2026-01-20T07:09:57	22.23	59.8	OK
D-I47C9	2026-01-25T19:39:11	16.11	64.2	OK
D-T5JZT	2026-01-24T11:36:23	28.6	40.0	OK
D-48WEG	2026-01-15T05:22:03	28.27	64.6	FAIL
D-6LE9C	2026-01-21T13:27:31	20.89	61.3	FAIL
D-5F4C6	2026-01-26T01:30:11	18.78	27.5	OK
D-HC0DJ	2026-01-23T04:01:19	17.74	50.6	OK
D-MQ5GL	2026-01-09T17:45:48	25.14	72.6	OK
D-3CJOP	2026-01-12T09:48:46	20.59	77.0	WARN
D-4JDUD	2026-01-22T17:22:12	25.52	52.4	OK
D-VO06V	2026-01-07T07:33:18	21.43	70.8	OK
D-FBQON	2026-01-24T09:41:41	20.52	36.4	OK
D-J9X2H	2026-01-15T13:00:30	25.92	57.5	FAIL
D-MQ5GL	2026-01-13T11:08:52	16.01	75.2	OK
D-EOXIR	2026-01-31T11:23:00	18.55	53.1	WARN
D-MQ5GL	2026-01-28T23:34:45	24.35	51.5	OK
D-6LE9C	2026-01-20T01:55:14	28.42	78.9	FAIL
D-P66ZV	2026-01-25T03:40:17	27.66	40.0	OK
D-GIMRU	2026-01-05T08:58:36	22.43	66.3	OK
D-5F4C6	2026-01-12T04:16:34	21.16	48.3	OK
D-GIMRU	2026-01-03T10:44:27	19.05	44.2	OK
D-6LE9C	2026-01-28T19:23:08	21.2	32.9	OK
D-VZBMP	2026-01-26T19:50:49	22.24	65.5	WARN
D-48WEG	2026-01-11T01:01:58	20.48	25.6	FAIL
D-P66ZV	2026-01-05T13:04:16	26.45	61.4	OK
D-T5JZT	2026-01-11T20:58:33	25.13	41.4	WARN
D-XVT3O	2026-01-19T17:43:50	19.75	64.9	OK
D-3NGHB	2026-01-19T09:25:27	17.23	58.5	FAIL
D-3CJOP	2026-01-20T15:43:25	25.38	38.0	FAIL
D-6LE9C	2026-01-09T13:07:06	28.05	75.4	OK
D-6LE9C	2026-01-15T11:19:37	19.58	56.9	OK
D-VW8SJ	2026-01-16T10:55:12	16.89	58.3	OK
D-6LE9C	2026-01-20T11:04:49	19.05	25.9	WARN
D-3CJOP	2026-01-19T22:27:45	18.03	75.9	OK
D-4JDUD	2026-01-04T17:58:06	21.44	28.1	FAIL
D-F7WO9	2026-01-03T16:37:50	28.2	71.2	FAIL
D-HC0DJ	2026-01-05T09:19:49	18.86	61.0	OK
D-PQZDN	2026-01-24T03:04:07	26.48	79.6	OK
D-BCCD4	2026-01-21T04:13:39	21.11	33.8	OK
D-P66ZV	2026-01-29T22:02:14	20.44	66.2	WARN
D-F7WO9	2026-01-23T08:53:00	22.56	28.4	OK
D-5F4C6	2026-01-26T02:08:57	24.3	64.3	OK
D-48WEG	2026-01-05T07:53:33	29.8	63.1	FAIL
D-6LE9C	2026-01-30T13:31:04	26.72	76.2	OK
D-5F4C6	2026-01-27T15:44:22	18.56	70.2	WARN
D-J9X2H	2026-01-03T09:49:06	25.2	56.6	OK
D-P66ZV	2026-01-06T02:10:53	18.97	32.1	FAIL
D-VW8SJ	2026-01-10T11:13:59	22.59	39.4	OK
D-3NGHB	2026-01-04T02:57:35	19.5	66.7	FAIL
D-5F4C6	2026-01-04T16:14:46	21.04	51.5	OK
D-ZVQLQ	2026-01-30T11:49:17	29.87	53.9	OK
D-UGZ40	2026-01-31T08:38:54	25.05	28.5	FAIL
D-4JDUD	2026-01-21T01:58:03	26.54	51.0	OK
D-VZBMP	2026-01-28T02:05:16	24.4	33.5	OK
D-4JDUD	2026-01-07T07:02:55	25.67	42.8	WARN
D-I47C9	2026-01-02T06:05:47	28.17	74.4	OK
D-J9X2H	2026-01-08T08:20:55	26.75	55.1	OK
D-BCCD4	2026-01-11T19:34:38	27.16	44.6	OK
D-FBQON	2026-01-22T07:16:16	23.38	52.4	OK
D-ZVQLQ	2026-01-10T09:53:38	20.91	74.8	WARN
D-5F4C6	2026-01-24T12:23:42	29.21	47.6	OK
D-PQZDN	2026-01-25T05:11:13	19.73	40.2	OK
D-VZBMP	2026-01-02T15:24:46	22.37	33.3	FAIL
D-0VEA3	2026-01-05T23:39:50	26.61	75.8	OK
D-FBQON	2026-01-18T03:46:02	26.16	27.7	FAIL
D-K5GYI	2026-01-27T04:57:40	22.72	47.2	OK
D-XVT3O	2026-01-18T00:30:06	26.5	66.1	OK
D-FBQON	2026-01-06T09:27:27	25.11	42.6	OK
D-HC0DJ	2026-01-01T01:45:26	23.87	60.3	WARN
D-48WEG	2026-01-29T20:41:24	22.89	78.1	OK
D-48WEG	2026-01-22T03:05:36	17.11	36.7	FAIL
D-GIMRU	2026-01-27T14:31:42	29.37	45.7	WARN
D-GIMRU	2026-01-31T18:39:48	20.14	67.0	OK
D-K4U9M	2026-01-11T15:27:14	19.28	69.9	WARN
D-VO06V	2026-01-28T20:50:47	21.72	37.6	WARN
D-VW8SJ	2026-01-08T04:18:45	18.19	72.6	WARN
D-K4U9M	2026-01-09T06:22:38	23.03	58.9	OK
D-4JDUD	2026-01-01T00:36:14	18.54	51.7	OK
D-FBQON	2026-01-25T05:04:13	19.43	79.3	OK
D-VZBMP	2026-01-08T23:45:37	17.61	40.9	OK
D-K4U9M	2026-01-31T17:57:31	16.05	51.0	WARN
D-J9X2H	2026-01-31T07:22:41	22.69	75.0	FAIL
D-B61G9	2026-01-08T22:53:37	24.33	39.8	FAIL
D-48WEG	2026-01-22T21:19:58	19.31	78.4	WARN
D-J9X2H	2026-01-28T18:35:30	23.46	65.8	OK
D-VW8SJ	2026-01-06T13:48:42	24.49	30.1	OK
D-48WEG	2026-01-12T06:07:12	21.44	45.1	FAIL
D-F7WO9	2026-01-26T16:00:10	23.38	53.8	OK
D-T5JZT	2026-01-29T21:55:13	25.56	44.0	OK
D-F7WO9	2026-01-06T15:41:44	19.43	69.0	FAIL
D-FBQON	2026-01-13T06:57:32	29.43	39.5	FAIL
D-K4U9M	2026-01-19T22:44:09	16.9	48.9	FAIL
D-VZBMP	2026-01-09T18:59:08	20.75	38.8	WARN
D-48WEG	2026-01-14T11:30:23	19.32	60.2	OK
D-96IRX	2026-01-11T18:57:06	23.11	53.3	WARN
D-4JDUD	2026-01-19T14:47:45	28.63	29.0	FAIL
D-MQ5GL	2026-01-27T14:47:52	26.58	70.8	WARN
D-VZBMP	2026-01-19T02:56:27	22.9	72.9	FAIL
D-PQZDN	2026-01-11T17:24:56	17.78	35.3	FAIL
D-K5GYI	2026-01-02T09:10:03	28.85	42.8	OK
D-VZBMP	2026-01-14T21:58:28	20.91	31.2	OK
D-6LE9C	2026-01-16T15:15:20	23.71	40.6	OK
D-ZVQLQ	2026-01-28T12:55:24	16.94	37.3	OK
D-K4U9M	2026-01-09T23:25:45	20.07	31.9	WARN
D-HC0DJ	2026-01-07T12:58:23	18.64	37.9	OK
D-P66ZV	2026-01-20T17:30:48	20.71	36.1	OK
D-HJYDA	2026-01-18T21:14:56	24.58	51.0	FAIL
D-I47C9	2026-01-27T07:07:43	16.28	46.8	OK
D-T5JZT	2026-01-10T00:35:39	26.22	31.6	WARN
D-K4U9M	2026-01-01T00:06:30	23.35	55.8	OK
D-EOXIR	2026-01-23T20:23:34	23.06	72.3	OK
D-P66ZV	2026-01-24T02:41:17	29.78	50.6	WARN
D-0VEA3	2026-01-03T07:13:38	24.23	50.8	OK
D-VW8SJ	2026-01-26T00:34:03	26.15	72.7	WARN
D-B61G9	2026-01-02T07:43:11	23.97	61.2	WARN
D-T5JZT	2026-01-16T19:42:17	29.02	78.7	OK
D-I47C9	2026-01-15T04:35:47	19.88	45.0	OK
D-F7WO9	2026-01-07T19:41:23	24.41	33.6	FAIL
D-HJYDA	2026-01-02T07:41:35	25.61	25.9	WARN
D-BCCD4	2026-01-12T05:30:38	25.95	62.9	OK
D-6LE9C	2026-01-18T06:24:42	18.07	53.4	OK
D-5F4C6	2026-01-19T17:30:08	19.33	43.3	OK
D-I47C9	2026-01-04T19:21:12	26.33	48.4	OK
D-MQ5GL	2026-01-23T06:33:20	22.19	36.2	FAIL
D-XVT3O	2026-01-22T11:19:05	18.3	69.1	OK
D-FBQON	2026-01-05T09:30:39	26.03	57.5	FAIL
D-F7WO9	2026-01-02T15:57:40	29.75	61.9	OK
D-J9X2H	2026-01-25T00:32:06	20.61	42.3	OK
D-UGZ40	2026-01-27T17:31:09	27.29	45.1	WARN
D-VZBMP	2026-01-31T00:42:24	24.77	32.8	FAIL
D-3CJOP	2026-01-31T01:26:10	29.24	26.8	WARN
D-ZVQLQ	2026-01-02T04:00:11	20.89	68.9	OK
D-B61G9	2026-01-30T10:03:09	21.82	35.0	OK
D-FBQON	2026-01-06T04:22:52	20.45	55.1	FAIL
D-F7WO9	2026-01-02T08:43:53	27.59	35.1	FAIL
D-K4U9M	2026-01-17T04:40:16	19.14	56.3	FAIL
D-P66ZV	2026-01-08T13:16:40	17.56	78.8	FAIL
D-3NGHB	2026-01-16T01:23:08	17.18	51.0	WARN
D-0VEA3	2026-01-01T02:56:19	28.19	48.4	OK
D-VW8SJ	2026-01-02T17:10:27	27.6	54.1	FAIL
D-3CJOP	2026-01-02T14:50:34	21.71	39.3	FAIL
D-3CJOP	2026-01-21T15:13:16	26.9	67.0	OK
D-B61G9	2026-01-22T12:11:07	18.27	54.5	WARN
D-VZBMP	2026-01-21T02:04:09	16.64	46.9	WARN
D-4JDUD	2026-01-17T23:39:30	23.9	49.7	OK
D-ZVQLQ	2026-01-16T21:09:02	20.07	69.6	OK
D-ZVQLQ	2026-01-22T10:52:20	22.74	61.2	OK
D-J9X2H	2026-01-15T06:08:36	16.55	43.1	FAIL
D-EOXIR	2026-01-30T20:21:09	26.32	55.1	OK
D-EOXIR	2026-01-27T05:49:14	28.77	69.3	FAIL
D-F7WO9	2026-01-08T08:13:02	18.96	51.6	OK
D-P66ZV	2026-01-18T11:11:04	26.98	59.6	OK
D-T5JZT	2026-01-02T00:47:35	18.14	76.8	OK
D-GIMRU	2026-01-14T21:30:54	17.2	28.3	WARN
D-ZVQLQ	2026-01-15T16:59:29	24.12	31.4	WARN
D-J9X2H	2026-01-26T09:20:08	25.4	48.5	OK
D-MQ5GL	2026-01-17T15:56:45	24.89	59.6	WARN
D-MQ5GL	2026-01-12T05:05:07	25.07	25.9	OK
D-F7WO9	2026-01-18T07:06:44	16.63	27.3	OK
D-VZBMP	2026-01-27T19:07:18	20.21	77.2	FAIL
D-VW8SJ	2026-01-07T16:31:26	17.82	51.3	WARN
D-PQZDN	2026-01-28T16:53:22	24.72	27.0	WARN
D-5F4C6	2026-01-30T11:11:07	27.05	59.3	OK
D-B61G9	2026-01-17T21:46:49	26.35	71.9	FAIL
D-K5GYI	2026-01-11T22:27:06	27.04	46.7	FAIL
D-3CJOP	2026-01-20T14:03:11	20.1	32.7	OK
D-5F4C6	2026-01-18T14:42:57	20.55	53.0	OK
D-48WEG	2026-01-02T20:43:03	23.34	37.2	OK
D-MQ5GL	2026-01-15T09:46:54	28.2	61.7	OK
D-VO06V	2026-01-31T21:03:13	28.21	58.7	WARN
D-6LE9C	2026-01-13T00:41:24	25.4	26.9	OK
D-ZVQLQ	2026-01-02T16:37:19	19.64	36.6	FAIL
D-J9X2H	2026-01-14T06:19:49	25.82	73.0	FAIL
D-PQZDN	2026-01-27T09:29:40	27.19	47.9	OK
D-XVT3O	2026-01-16T08:22:25	17.46	25.6	FAIL
D-6LE9C	2026-01-06T07:33:52	26.34	27.8	FAIL
D-T5JZT	2026-01-22T17:44:41	18.95	52.4	OK
D-VW8SJ	2026-01-25T07:48:23	29.56	73.8	WARN
D-FBQON	2026-01-28T05:33:17	17.44	74.1	OK
D-PQZDN	2026-01-31T10:09:58	23.64	45.9	OK
D-I47C9	2026-01-09T18:27:10	23.69	45.1	OK
D-6LE9C	2026-01-13T06:02:48	20.56	76.0	WARN
D-96IRX	2026-01-18T22:43:22	22.15	31.1	OK
D-0VEA3	2026-01-21T11:19:13	17.51	49.3	FAIL
D-T5JZT	2026-01-22T23:07:01	21.53	67.4	OK
D-GIMRU	2026-01-29T08:24:47	20.97	52.4	FAIL
D-5F4C6	2026-01-24T16:53:25	19.92	27.0	OK
D-EOXIR	2026-01-28T09:11:16	25.07	58.9	WARN
D-HC0DJ	2026-01-23T15:13:02	28.65	60.9	OK
D-P66ZV	2026-01-17T08:27:37	26.84	30.2	WARN
D-K5GYI	2026-01-14T11:35:47	18.41	76.6	OK
D-VO06V	2026-01-13T06:09:12	22.27	74.3	OK
D-K5GYI	2026-01-13T20:38:29	19.67	30.8	OK
D-B61G9	2026-01-13T16:21:42	19.98	44.0	FAIL
D-ZVQLQ	2026-01-31T17:20:58	18.01	74.7	WARN
D-ZVQLQ	2026-01-29T22:28:15	20.0	79.2	OK
D-MQ5GL	2026-01-28T20:00:32	27.17	31.3	OK
D-K4U9M	2026-01-23T11:19:33	23.81	39.0	FAIL
D-48WEG	2026-01-21T19:19:19	17.89	58.2	FAIL
D-GIMRU	2026-01-10T08:05:02	22.22	57.7	OK
D-ZVQLQ	2026-01-08T23:59:02	20.37	34.5	WARN
D-I47C9	2026-01-21T05:43:07	16.03	69.1	OK
D-I47C9	2026-01-06T21:03:04	20.35	39.4	OK
D-J9X2H	2026-01-09T06:28:48	22.09	31.8	OK
D-3CJOP	2026-01-14T17:02:13	18.17	44.4	WARN
D-MQ5GL	2026-01-28T00:56:11	18.76	69.9	WARN
D-ZVQLQ	2026-01-08T09:36:02	27.64	36.4	OK
D-HC0DJ	2026-01-18T11:31:47	20.83	71.3	FAIL
D-I47C9	2026-01-18T01:36:40	19.82	32.3	OK
D-P66ZV	2026-01-07T20:41:59	28.13	43.7	OK
D-6LE9C	2026-01-27T06:30:20	23.05	28.4	OK
D-EOXIR	2026-01-26T12:21:31	28.92	63.3	WARN
D-3NGHB	2026-01-23T20:32:13	17.01	46.5	OK
D-5F4C6	2026-01-02T14:00:14	25.69	35.1	FAIL
D-3CJOP	2026-01-24T17:23:30	23.41	30.8	OK
D-96IRX	2026-01-20T17:51:03	22.58	49.8	OK
D-96IRX	2026-01-20T21:00:58	17.76	49.6	WARN
D-F7WO9	2026-01-15T03:31:45	22.08	58.8	FAIL
D-GIMRU	2026-01-25T16:40:32	28.04	56.9	OK
D-P66ZV	2026-01-19T16:19:42	23.52	49.5	WARN
D-P66ZV	2026-01-15T06:47:39	24.17	33.3	FAIL
D-5F4C6	2026-01-14T00:48:33	24.5	35.7	OK
D-3CJOP	2026-01-21T05:56:07	22.85	60.0	WARN
D-3NGHB	2026-01-20T13:51:45	21.72	39.3	FAIL
D-HJYDA	2026-01-01T05:19:57	28.74	43.2	WARN
D-EOXIR	2026-01-21T12:28:19	28.57	60.5	OK
D-P66ZV	2026-01-10T01:33:03	16.44	29.2	OK
D-HJYDA	2026-01-11T00:27:55	28.24	51.6	FAIL
D-J9X2H	2026-01-17T13:55:36	19.41	27.3	OK
D-FBQON	2026-01-26T22:10:07	19.1	36.0	OK
D-GIMRU	2026-01-05T15:39:24	23.17	30.8	WARN
D-VO06V	2026-01-27T05:47:14	27.45	33.7	WARN
D-96IRX	2026-01-27T02:31:08	16.82	31.6	FAIL
D-0VEA3	2026-01-25T07:23:46	23.4	63.1	FAIL
D-EOXIR	2026-01-18T17:40:49	29.37	29.0	OK
D-VO06V	2026-01-12T16:44:59	23.89	54.9	OK
D-4JDUD	2026-01-24T12:42:05	19.44	69.5	OK
D-VW8SJ	2026-01-05T02:24:09	16.3	45.8	WARN
D-J9X2H	2026-01-25T06:40:05	21.88	35.1	WARN
D-4JDUD	2026-01-03T21:26:39	20.06	27.1	OK
D-B61G9	2026-01-09T11:24:40	27.34	42.1	WARN
D-FBQON	2026-01-30T09:01:16	17.85	76.3	OK
D-HC0DJ	2026-01-31T23:42:21	26.95	79.6	OK
D-PQZDN	2026-01-21T16:37:50	29.46	30.5	OK
D-VZBMP	2026-01-03T02:13:45	29.38	31.9	OK
D-T5JZT	2026-01-15T00:48:53	16.46	42.8	WARN
D-PQZDN	2026-01-30T18:50:13	28.46	52.3	OK
D-6LE9C	2026-01-07T14:23:27	25.93	73.6	OK
D-K5GYI	2026-01-28T09:29:36	29.98	51.3	OK
D-3NGHB	2026-01-21T12:25:30	23.43	48.0	OK
D-K5GYI	2026-01-26T21:27:17	19.0	55.4	WARN
D-FBQON	2026-01-08T23:01:33	17.59	27.3	OK
D-48WEG	2026-01-10T12:18:55	16.75	62.7	WARN
D-MQ5GL	2026-01-14T14:53:30	26.56	56.8	OK
D-BCCD4	2026-01-01T11:39:52	24.44	77.5	OK
D-K4U9M	2026-01-03T12:38:29	20.78	68.5	WARN
D-3NGHB	2026-01-20T07:28:30	27.15	51.5	OK
D-EOXIR	2026-01-14T19:31:09	22.89	53.3	OK
D-HJYDA	2026-01-22T18:59:15	24.73	64.4	FAIL
D-BCCD4	2026-01-09T08:08:32	16.88	34.3	OK
D-FBQON	2026-01-06T16:33:10	28.46	76.7	OK
D-BCCD4	2026-01-11T01:25:14	18.42	56.6	OK
D-P66ZV	2026-01-16T22:07:01	19.58	31.2	FAIL
D-I47C9	2026-01-13T01:53:52	23.71	77.3	OK
D-48WEG	2026-01-18T20:33:02	20.08	60.2	FAIL
D-FBQON	2026-01-20T12:09:08	27.02	44.9	OK
D-F7WO9	2026-01-27T12:13:37	16.73	51.2	FAIL
D-3NGHB	2026-01-14T02:06:09	26.55	36.9	WARN
D-BCCD4	2026-01-26T09:37:11	19.39	71.3	OK
D-EOXIR	2026-01-18T17:50:38	25.08	40.4	OK
D-FBQON	2026-01-12T20:17:26	23.56	44.8	OK
D-PQZDN	2026-01-25T06:18:39	26.47	78.3	FAIL
D-VW8SJ	2026-01-03T15:09:40	26.24	31.4	OK
D-HC0DJ	2026-01-31T14:10:37	28.3	68.6	OK
D-VW8SJ	2026-01-25T06:55:11	16.03	35.6	OK
D-HC0DJ	2026-01-19T04:37:35	25.43	56.9	OK
D-J9X2H	2026-01-06T14:36:15	16.68	42.2	OK
D-MQ5GL	2026-01-31T00:07:21	25.48	79.4	OK
D-VZBMP	2026-01-10T00:13:51	16.1	76.5	OK
D-3NGHB	2026-01-19T14:28:48	16.76	56.2	OK
D-6LE9C	2026-01-14T09:56:41	17.83	46.2	OK
D-0VEA3	2026-01-06T16:16:53	21.31	41.1	FAIL
D-96IRX	2026-01-10T05:43:01	17.48	28.5	OK
D-UGZ40	2026-01-22T18:58:51	17.7	68.7	OK
D-VZBMP	2026-01-23T13:53:34	28.9	38.8	OK
D-P66ZV	2026-01-06T08:18:56	24.45	60.0	OK
D-J9X2H	2026-01-27T21:32:58	17.03	74.3	OK
D-J9X2H	2026-01-17T03:38:26	21.78	49.3	OK
D-EOXIR	2026-01-18T09:13:46	18.2	47.9	OK
D-4JDUD	2026-01-30T00:50:16	21.17	51.0	WARN
D-0VEA3	2026-01-18T13:11:27	18.55	31.0	OK
D-96IRX	2026-01-10T00:22:45	27.29	78.5	WARN
D-48WEG	2026-01-05T17:57:44	16.76	47.8	WARN
D-J9X2H	2026-01-09T04:21:12	20.13	34.2	OK
D-4JDUD	2026-01-22T15:20:16	22.16	40.8	OK
D-VW8SJ	2026-01-03T03:04:58	21.14	29.7	OK
D-3CJOP	2026-01-08T08:06:46	17.8	52.3	FAIL
D-K4U9M	2026-01-31T00:10:54	27.86	52.1	OK
D-3NGHB	2026-01-20T02:46:10	29.79	42.4	WARN
D-K4U9M	2026-01-26T08:55:07	24.74	75.1	FAIL
D-BCCD4	2026-01-06T14:23:16	21.61	65.1	OK
D-HC0DJ	2026-01-24T04:09:14	29.59	42.4	OK
D-MQ5GL	2026-01-04T05:42:03	19.61	64.8	OK
D-3NGHB	2026-01-15T05:05:35	25.82	52.5	OK
D-HJYDA	2026-01-15T19:45:45	29.53	49.2	OK
D-K4U9M	2026-01-10T21:33:01	22.21	75.8	WARN
D-HJYDA	2026-01-13T19:13:48	17.29	74.0	OK
D-I47C9	2026-01-20T21:31:47	21.63	42.7	OK
D-EOXIR	2026-01-03T14:20:15	23.6	51.2	OK
D-3CJOP	2026-01-13T08:07:30	16.1	31.7	OK
D-K4U9M	2026-01-24T22:17:38	21.65	74.8	WARN
D-J9X2H	2026-01-19T18:49:56	17.46	60.8	OK
D-HC0DJ	2026-01-06T00:37:10	25.41	49.9	FAIL
D-0VEA3	2026-01-05T09:24:36	25.31	53.7	OK
D-F7WO9	2026-01-08T21:07:53	16.41	38.4	OK
D-48WEG	2026-01-29T12:03:27	21.33	77.5	WARN
D-VO06V	2026-01-01T14:13:55	16.43	56.3	OK
D-5F4C6	2026-01-07T07:19:17	26.94	64.8	WARN
D-FBQON	2026-01-08T05:04:34	27.93	29.1	WARN
D-PQZDN	2026-01-14T14:24:35	18.88	66.9	OK
D-5F4C6	2026-01-04T09:13:33	27.71	38.9	WARN
D-VZBMP	2026-01-15T03:47:13	25.22	76.8	OK
D-VO06V	2026-01-26T15:21:42	18.04	37.6	OK
D-EOXIR	2026-01-21T15:39:37	28.52	73.5	OK
D-ZVQLQ	2026-01-04T13:23:07	27.15	48.3	FAIL
D-VO06V	2026-01-20T10:25:11	16.77	53.5	FAIL
D-GIMRU	2026-01-17T21:06:26	17.37	63.6	FAIL
D-96IRX	2026-01-12T13:22:01	19.91	62.9	WARN
D-VZBMP	2026-01-08T03:06:25	16.9	66.4	OK
D-B61G9	2026-01-13T11:34:01	20.55	66.9	OK
