student_id,course,cfu,grade,exam_date
100165,Programmazione 1,9,29,2023-11-13
100165,Basi di Dati,10,29,2024-04-16
100165,Fisica 1,6,23,2023-12-22
100166,Analisi 2,9,21,2024-01-04
100166,Algebra Lineare,6,28,2026-07-23
100166,Basi di Dati,12,19,2024-07-06
100166,Calcolatori,10,22,2025-09-18
100166,Analisi 1,10,27,2025-12-14
100167,Analisi 1,9,29,2024-12-13
100167,Meccatronica,9,18,2024-08-01
100167,Calcolatori,6,19,2026-09-14
100167,Machine Learning,9,29,2026-03-06
100167,Sistemi Operativi,9,20,2024-04-16
100168,Sistemi Operativi,12,21,2024-04-02
100168,Analisi 1,8,30,2024-05-28
100168,Basi di Dati,10,25,2023-11-06
100169,Algebra Lineare,6,22,2023-06-01
100169,Analisi 1,12,21,2026-08-22
100169,Machine Learning,6,18,2023-05-25
100170,Meccatronica,8,26,2023-07-20
100170,Programmazione 1,12,30,2025-08-16
100170,Analisi 1,9,27,2026-06-12
100171,Calcolatori,10,24,2023-06-28
100171,Meccatronica,9,30,2023-01-15
100171,Fisica 1,10,29,2024-01-20
100171,Analisi 2,6,26,2025-12-25
100171,Sistemi Operativi,8,23,2026-10-22
100172,Basi di Dati,6,28,2025-01-21
100172,Sistemi Operativi,9,18,2025-11-15
100172,Machine Learning,8,27,2026-07-24
100172,Calcolatori,12,30,2023-06-14
100172,Analisi 1,10,28,2023-12-13
100173,Meccatronica,12,27,2023-03-16
100173,Fisica 1,6,22,2026-03-15
100173,Analisi 2,6,25,2024-04-07
100173,Machine Learning,8,30,2023-02-14
100174,Programmazione 1,8,29,2025-11-16
100174,Analisi 2,6,28,2024-09-21
100174,Calcolatori,10,19,2025-04-19
100174,Fisica 1,12,19,2025-07-23
100174,Sistemi Operativi,10,28,2026-04-08
100175,Analisi 1,6,23,2024-12-04
100175,Algebra Lineare,12,23,2024-06-13
100175,Meccatronica,12,29,2023-05-02
100175,Programmazione 1,12,26,2024-07-14
100176,Calcolatori,10,18,2026-06-05
100176,Analisi 2,9,21,2026-11-15
100176,Fisica 1,8,27,2025-03-24
100176,Programmazione 1,6,27,2025-05-17
100177,Analisi 1,10,22,2026-01-26
100177,Algebra Lineare,9,20,2024-12-26
100177,Basi di Dati,8,29,2023-03-28
100177,Calcolatori,10,29,2026-05-27
100177,Meccatronica,8,18,2026-06-14
100178,Basi di Dati,12,29,2025-05-23
100178,Calcolatori,8,29,2026-02-05
100178,Machine Learning,9,30,2023-12-10
100178,Fisica 1,10,28,2024-10-05
100178,Programmazione 1,10,29,2026-05-05
100179,Fisica 1,9,29,2023-11-26
100179,Meccatronica,8,24,2026-11-27
100179,Programmazione 1,8,18,2023-06-16
100180,Programmazione 1,12,24,2024-11-24
100180,Analisi 1,10,21,2023-02-08
100180,Calcolatori,10,25,2025-12-20
100181,Machine Learning,10,22,2026-06-01
100181,Analisi 1,6,19,2023-02-16
100181,Basi di Dati,12,21,2023-10-19
100182,Basi di Dati,8,24,2026-11-23
100182,Algebra Lineare,10,22,2024-02-11
100182,Analisi 1,6,29,2024-07-27
100182,Machine Learning,6,24,2026-02-17
100182,Sistemi Operativi,12,26,2023-04-22
100183,Analisi 2,12,25,2025-02-02
100183,Meccatronica,8,27,2024-11-06
100183,Programmazione 1,6,26,2025-01-03
100184,Sistemi Operativi,12,20,2026-11-01
100184,Algebra Lineare,8,22,2023-09-26
100184,Calcolatori,9,28,2026-03-19
100185,Calcolatori,12,26,2024-12-04
100185,Sistemi Operativi,6,21,2023-04-05
100185,Meccatronica,9,21,2024-10-18
100185,Algebra Lineare,8,27,2025-05-05
100186,Meccatronica,9,24,2024-07-15
100186,Machine Learning,6,22,2026-12-05
100186,Analisi 1,12,21,2023-11-24
100186,Algebra Lineare,9,28,2024-12-12
100186,Analisi 2,12,28,2024-07-27
100187,Calcolatori,6,27,2024-02-09
100187,Machine Learning,6,26,2023-11-18
100187,Sistemi Operativi,10,19,2025-11-03
100188,Calcolatori,8,22,2023-02-13
100188,Algebra Lineare,8,24,2023-02-06
100188,Analisi 2,12,29,2025-10-27
100188,Machine Learning,10,19,2025-12-19
100189,Sistemi Operativi,8,23,2026-03-12
100189,Algebra Lineare,12,26,2026-08-19
100189,Analisi 1,8,22,2023-11-17
100189,Programmazione 1,8,28,2024-03-13
100190,Algebra Lineare,12,24,2026-03-15
100190,Programmazione 1,9,30,2026-09-10
100190,Calcolatori,9,24,2024-05-21
100190,Basi di Dati,6,22,2026-06-28
100190,Analisi 1,6,28,2023-02-24
100191,Analisi 1,6,29,2025-09-16
100191,Analisi 2,6,24,2024-08-16
100191,Programmazione 1,12,28,2023-07-01
100192,Fisica 1,9,21,2023-10-15
100192,Programmazione 1,8,28,2024-03-03
100192,Machine Learning,9,20,2025-01-14
100192,Calcolatori,10,24,2024-06-04
100192,Algebra Lineare,9,28,2024-09-28
100193,Algebra Lineare,9,22,2024-01-24
100193,Meccatronica,12,24,2024-05-21
100193,Basi di Dati,12,18,2026-10-28
100194,Programmazione 1,10,23,2025-06-04
100194,Calcolatori,6,23,2024-07-12
100194,Meccatronica,6,19,2026-08-07
100194,Algebra Lineare,6,26,2024-07-04
100195,Programmazione 1,10,24,2025-05-12
100195,Analisi 2,10,20,2025-02-15
100195,Algebra Lineare,10,20,2024-06-24
100195,Analisi 1,10,18,2025-12-07
100196,Fisica 1,8,24,2026-12-11
100196,Algebra Lineare,6,20,2024-08-22
100196,Programmazione 1,9,19,2026-08-18
100197,Analisi 2,10,20,2023-02-26
100197,Calcolatori,6,20,2024-06-17
100197,Machine Learning,6,30,2024-01-22
100197,Algebra Lineare,9,24,2023-07-16
100198,Algebra Lineare,10,21,2024-12-17
100198,Basi di Dati,8,21,2025-02-28
100198,Analisi 1,9,29,2024-11-27
100198,Machine Learning,10,21,2026-12-26
100199,Sistemi Operativi,12,28,2024-04-04
100199,Analisi 2,8,24,2023-05-07
100199,Fisica 1,8,24,2023-10-07
100200,Programmazione 1,12,22,2024-04-11
100200,Machine Learning,10,25,2023-09-14
100200,Sistemi Operativi,6,22,2023-05-12
100201,Calcolatori,6,20,2023-01-02
100201,Machine Learning,9,21,2025-08-09
100201,Fisica 1,12,19,2026-03-09
100201,Analisi 2,10,23,2025-05-04
100202,Programmazione 1,9,23,2025-12-25
100202,Sistemi Operativi,12,26,2025-04-21
100202,Analisi 2,9,21,2026-02-04
100203,Meccatronica,12,28,2024-04-23
100203,Analisi 1,10,19,2023-09-20
100203,Programmazione 1,9,22,2026-04-18
100204,Analisi 2,12,29,2025-09-12
100204,Programmazione 1,9,25,2023-07-03
100204,Meccatronica,10,24,2023-03-20
100204,Analisi 1,9,29,2024-05-02
100204,Fisica 1,12,18,2024-12-27
100205,Basi di Dati,10,30,2026-09-25
100205,Sistemi Operativi,10,24,2025-04-06
100205,Analisi 1,6,20,2024-10-23
100205,Meccatronica,6,30,2026-09-23
100206,Sistemi Operativi,9,29,2025-09-04
100206,Algebra Lineare,8,21,2023-09-08
100206,Meccatronica,9,18,2024-05-05
100206,Machine Learning,9,30,2023-11-08
100206,Analisi 1,8,26,2023-01-21
100207,Meccatronica,12,22,2024-07-20
100207,Calcolatori,9,23,2023-11-27
100207,Sistemi Operativi,6,23,2024-12-09
100207,Programmazione 1,8,22,2023-09-22
100208,Analisi 1,12,26,2024-08-08
100208,Machine Learning,9,22,2024-10-21
100208,Algebra Lineare,10,20,2026-04-24
100208,Sistemi Operativi,10,23,2024-08-03
100208,Calcolatori,10,20,2026-03-27
100209,Fisica 1,9,18,2025-03-06
100209,Basi di Dati,10,28,2024-02-05
100209,Analisi 2,6,24,2024-08-21
100210,Analisi 1,6,27,2023-07-13
100210,Sistemi Operativi,6,19,2023-11-02
100210,Analisi 2,8,21,2023-05-05
100210,Calcolatori,12,18,2023-02-18
100211,Calcolatori,12,25,2024-05-11
100211,Analisi 1,10,20,2024-01-18
100211,Fisica 1,9,28,2023-01-27
100211,Sistemi Operativi,6,19,2025-02-17
100211,Basi di Dati,10,20,2023-04-01
100212,Machine Learning,9,28,2025-04-22
100212,Meccatronica,10,28,2023-08-06
100212,Analisi 2,6,21,2023-05-12
100213,Meccatronica,9,19,2023-10-05
100213,Calcolatori,8,24,2025-10-06
100213,Analisi 1,10,20,2025-10-27
100214,Calcolatori,9,22,2023-01-28
100214,Analisi 1,8,30,2024-06-05
100214,Algebra Lineare,10,25,2026-02-04
100214,Fisica 1,12,24,2025-03-03
100215,Analisi 2,9,25,2026-08-23
100215,Meccatronica,10,27,2025-03-26
100215,Machine Learning,8,24,2026-09-16
100215,Sistemi Operativi,12,26,2026-09-18
100216,Machine Learning,12,27,2024-12-03
100216,Analisi 1,8,23,2023-04-28
100216,Meccatronica,6,23,2026-03-04
100217,Calcolatori,9,25,2024-09-14
100217,Meccatronica,8,21,2024-01-24
100217,Analisi 2,8,19,2024-07-24
100218,Machine Learning,6,28,2023-08-27
100218,Calcolatori,12,20,2023-03-12
100218,Programmazione 1,8,19,2024-02-01
100219,Machine Learning,8,29,2025-08-14
100219,Analisi 2,9,25,2023-05-04
100219,Sistemi Operativi,8,18,2023-10-25
100219,Fisica 1,8,26,2024-01-13
100219,Calcolatori,10,28,2026-09-23
100220,Meccatronica,8,24,2024-05-03
100220,Sistemi Operativi,12,24,2024-12-07
100220,Algebra Lineare,10,27,2023-04-13
100220,Calcolatori,8,29,2023-12-15
100221,Calcolatori,6,30,2025-11-14
100221,Machine Learning,8,22,2023-02-03
100221,Sistemi Operativi,9,27,2025-01-08
100221,Analisi 1,9,20,2023-02-07
100222,Programmazione 1,6,21,2025-02-19
100222,Algebra Lineare,12,18,2026-01-02
100222,Fisica 1,9,19,2025-01-12
100222,Sistemi Operativi,9,24,2024-06-25
100222,Analisi 1,10,29,2025-03-23
100223,Analisi 1,6,26,2024-01-19
100223,Calcolatori,10,25,2023-05-06
100223,Machine Learning,8,28,2026-02-21
100223,Sistemi Operativi,6,29,2024-04-26
100223,Algebra Lineare,8,30,2024-09-17
100224,Meccatronica,9,22,2025-10-28
100224,Sistemi Operativi,10,18,2026-04-07
100224,Calcolatori,12,27,2023-03-19
100224,Fisica 1,10,19,2023-03-25
100224,Analisi 1,9,26,2023-08-04
100225,Calcolatori,6,22,2025-06-03
100225,Analisi 2,6,20,2026-05-16
100225,Algebra Lineare,9,30,2026-11-05
100225,Analisi 1,6,27,2026-01-12
100226,Machine Learning,9,26,2025-06-03
100226,Meccatronica,10,26,2026-05-22
100226,Analisi 2,6,27,2023-12-26
100226,Fisica 1,8,29,2023-03-28
100227,Algebra Lineare,12,24,2023-04-13
100227,Machine Learning,10,28,2023-06-15
100227,Analisi 2,10,28,2026-02-03
100228,Analisi 1,8,24,2025-02-11
100228,Machine Learning,9,27,2026-04-23
100228,Sistemi Operativi,10,19,2025-08-02
100229,Analisi 2,9,27,2023-10-25
100229,Basi di Dati,10,18,2025-07-16
100229,Meccatronica,8,18,2024-01-25
100229,Calcolatori,10,22,2025-11-06
100229,Analisi 1,6,20,2023-05-13
100230,Algebra Lineare,12,21,2025-03-27
100230,Basi di Dati,6,19,2026-06-25
100230,Machine Learning,9,20,2024-06-14
100231,Basi di Dati,10,23,2026-01-18
100231,Sistemi Operativi,12,21,2023-12-22
100231,Analisi 2,12,27,2024-06-22
100231,Calcolatori,9,18,2024-08-05
100232,Calcolatori,12,29,2023-08-27
100232,Analisi 1,8,28,2026-11-19
100232,Machine Learning,6,18,2024-12-07
100232,Analisi 2,10,29,2024-10-13
100233,Calcolatori,12,18,2025-06-01
100233,Fisica 1,9,22,2023-12-16
100233,Sistemi Operativi,10,24,2026-06-12
100234,Machine Learning,10,24,2025-03-18
100234,Sistemi Operativi,12,20,2026-07-10
100234,Calcolatori,10,28,2025-12-20
100234,Programmazione 1,6,19,2023-02-21
100234,Analisi 1,6,27,2026-02-16
100235,Meccatronica,12,27,2023-11-10
100235,Sistemi Operativi,10,21,2024-08-18
100235,Analisi 1,10,19,2024-08-04
100235,Calcolatori,9,30,2026-07-27
100235,Fisica 1,10,18,2025-04-17
100236,Algebra Lineare,10,28,2024-01-14
100236,Meccatronica,6,18,2023-03-26
100236,Sistemi Operativi,9,26,2025-06-06
100236,Machine Learning,12,24,2024-09-13
100237,Meccatronica,12,24,2024-11-13
100237,Machine Learning,8,24,2025-09-06
100237,Programmazione 1,10,21,2023-12-26
100238,Sistemi Operativi,9,26,2024-06-07
100238,Analisi 1,6,19,2023-07-01
100238,Machine Learning,12,20,2023-10-23
100239,Analisi 1,8,25,2025-03-08
100239,Machine Learning,8,22,2024-09-27
100239,Programmazione 1,8,29,2026-05-22
100239,Calcolatori,6,22,2023-03-21
100239,Sistemi Operativi,6,28,2023-02-15
100240,Analisi 1,8,19,2023-08-28
100240,Meccatronica,9,21,2026-02-16
100240,Analisi 2,6,24,2023-08-21
100240,Basi di Dati,6,21,2026-07-11
100240,Machine Learning,10,30,2024-03-10
100241,Analisi 2,9,23,2026-10-20
100241,Programmazione 1,12,18,2024-09-24
100241,Analisi 1,9,19,2024-10-01
100242,Programmazione 1,6,21,2023-06-05
100242,Sistemi Operativi,8,19,2024-05-09
100242,Analisi 2,10,21,2023-06-23
100242,Analisi 1,12,28,2025-08-24
100242,Basi di Dati,10,24,2026-04-09
100243,Fisica 1,6,27,2025-03-26
100243,Algebra Lineare,8,29,2026-07-15
100243,Machine Learning,10,27,2025-06-20
100244,Meccatronica,8,27,2025-06-21
100244,Machine Learning,6,25,2024-01-17
100244,Sistemi Operativi,9,27,2026-05-20
100245,Sistemi Operativi,8,30,2025-07-26
100245,Calcolatori,8,23,2024-02-07
100245,Machine Learning,9,23,2024-06-04
100245,Programmazione 1,6,23,2023-12-11
100245,Basi di Dati,8,25,2025-04-18
100246,Machine Learning,12,21,2023-09-09
100246,Algebra Lineare,12,30,2023-10-21
100246,Fisica 1,10,28,2026-06-27
100247,Fisica 1,10,25,2023-05-14
100247,Meccatronica,6,19,2026-03-20
100247,Programmazione 1,9,27,2026-04-19
100247,Machine Learning,6,22,2023-11-26
100248,Programmazione 1,6,26,2023-06-21
100248,Basi di Dati,6,19,2026-02-27
100248,Algebra Lineare,10,29,2025-05-11
100248,Analisi 1,9,24,2023-09-25
100248,Fisica 1,9,25,2023-07-10
100249,Basi di Dati,12,19,2023-04-02
100249,Meccatronica,6,20,2023-06-28
100249,Analisi 1,10,21,2024-02-07
100249,Machine Learning,9,26,2023-12-28
100249,Analisi 2,6,22,2023-02-02
100250,Analisi 1,12,30,2026-05-23
100250,Algebra Lineare,8,20,2026-02-05
100250,Calcolatori,9,20,2026-11-15
100250,Basi di Dati,6,26,2024-10-16
100251,Basi di Dati,10,21,2023-05-25
100251,Algebra Lineare,9,29,2023-06-18
100251,Calcolatori,8,28,2024-12-03
100251,Machine Learning,6,25,2023-04-01
100251,Meccatronica,8,25,2026-04-16
100252,Calcolatori,9,29,2026-11-05
100252,Fisica 1,12,19,2024-04-12
100252,Meccatronica,10,25,2024-07-07
100253,Algebra Lineare,9,27,2023-03-15
100253,Machine Learning,6,29,2023-04-01
100253,Analisi 2,10,20,2025-01-16
100254,Sistemi Operativi,12,19,2025-07-07
100254,Basi di Dati,8,24,2026-09-11
100254,Calcolatori,6,25,2025-06-04
100254,Analisi 2,6,28,2026-12-14
100254,Programmazione 1,8,22,2024-07-06
100255,Algebra Lineare,6,28,2023-11-08
100255,Sistemi Operativi,6,21,2023-01-02
100255,Basi di Dati,12,22,2024-02-18
100255,Meccatronica,6,22,2024-10-23
100255,Fisica 1,10,24,2026-02-08
100256,Algebra Lineare,9,28,2025-12-20
100256,Basi di Dati,9,29,2023-02-06
100256,Fisica 1,12,29,2026-12-10
100256,Analisi 1,8,20,2025-11-03
100256,Machine Learning,8,20,2025-08-05
100257,Basi di Dati,6,20,2025-02-06
100257,Machine Learning,6,27,2025-08-19
100257,Calcolatori,6,25,2024-08-04
100258,Programmazione 1,12,26,2024-03-25
100258,Algebra Lineare,6,19,2025-12-11
100258,Fisica 1,10,25,2025-09-09
100259,Basi di Dati,9,22,2025-09-25
100259,Algebra Lineare,12,25,2023-05-22
100259,Calcolatori,12,29,2023-03-14
100259,Fisica 1,8,28,2024-06-16
100259,Programmazione 1,6,21,2026-06-07
100260,Analisi 1,9,28,2026-09-06
100260,Fisica 1,9,28,2025-06-13
100260,Machine Learning,12,24,2025-05-07
100260,Calcolatori,6,27,2025-10-04
100260,Programmazione 1,10,30,2026-10-26
100261,Algebra Lineare,8,25,2024-09-10
100261,Analisi 1,12,26,2024-05-16
100261,Programmazione 1,9,19,2025-01-15
100261,Fisica 1,6,21,2025-10-04
100262,Basi di Dati,10,23,2023-01-09
100262,Algebra Lineare,8,23,2025-09-22
100262,Programmazione 1,12,20,2023-12-09
100263,Fisica 1,9,21,2023-08-12
100263,Machine Learning,8,30,2026-07-13
100263,Analisi 1,6,22,2025-10-10
100264,Meccatronica,12,20,2024-05-05
100264,Machine Learning,10,26,2024-05-10
100264,Calcolatori,6,22,2026-09-06
100265,Machine Learning,10,29,2025-09-22
100265,Analisi 1,9,25,2025-07-15
100265,Analisi 2,10,24,2026-01-18
100265,Algebra Lineare,6,30,2026-02-25
100266,Meccatronica,12,26,2025-03-20
100266,Algebra Lineare,12,27,2025-01-25
100266,Fisica 1,10,20,2026-11-01
100267,Sistemi Operativi,6,22,2023-06-20
100267,Basi di Dati,6,22,2026-12-11
100267,Programmazione 1,6,19,2023-12-07
100267,Meccatronica,12,20,2026-03-08
100268,Analisi 2,10,27,2024-02-03
100268,Algebra Lineare,6,20,2023-09-04
100268,Sistemi Operativi,8,21,2023-08-01
100268,Calcolatori,12,25,2026-01-04
100268,Programmazione 1,9,24,2026-03-27
100269,Sistemi Operativi,12,19,2026-03-21
100269,Algebra Lineare,6,20,2024-12-22
100269,Basi di Dati,8,20,2024-08-16
100270,Algebra Lineare,9,24,2026-12-26
100270,Analisi 1,6,25,2026-07-05
100270,Basi di Dati,6,22,2026-02-19
100270,Analisi 2,10,18,2025-01-21
100271,Meccatronica,10,29,2026-05-01
100271,Basi di Dati,8,23,2024-06-23
100271,Programmazione 1,12,24,2023-03-21
100271,Analisi 2,8,23,2025-08-23
100271,Analisi 1,8,22,2025-07-03
100272,Basi di Dati,8,27,2025-03-23
100272,Machine Learning,9,27,2025-10-20
100272,Meccatronica,10,19,2023-01-28
100272,Algebra Lineare,8,21,2023-11-04
100272,Calcolatori,10,28,2026-06-25
100273,Fisica 1,10,30,2026-02-02
100273,Analisi 1,12,22,2023-01-28
100273,Analisi 2,6,25,2025-10-21
100274,Analisi 2,10,24,2024-11-19
100274,Calcolatori,12,21,2024-05-16
100274,Analisi 1,10,28,2025-04-07
100275,Analisi 2,6,28,2023-04-02
100275,Machine Learning,8,18,2025-07-19
100275,Fisica 1,12,19,2025-03-22
100275,Programmazione 1,12,25,2024-04-19
100275,Algebra Lineare,10,26,2025-06-20
100276,Analisi 2,10,19,2023-03-26
100276,Analisi 1,12,22,2023-02-16
100276,Basi di Dati,8,18,2025-01-08
100276,Fisica 1,9,22,2026-12-12
100276,Calcolatori,6,20,2025-02-18
100277,Fisica 1,6,26,2023-10-16
100277,Sistemi Operativi,9,28,2023-01-11
100277,Algebra Lineare,10,22,2024-06-25
100277,Meccatronica,6,20,2024-09-27
100277,Basi di Dati,9,30,2023-04-16
100278,Meccatronica,6,24,2023-09-16
100278,Programmazione 1,8,22,2023-02-02
100278,Calcolatori,10,26,2024-11-12
100279,Basi di Dati,6,18,2024-09-20
100279,Algebra Lineare,10,28,2023-09-16
100279,Fisica 1,6,24,2026-12-05
100279,Programmazione 1,10,29,2026-09-05
100280,Basi di Dati,9,21,2025-07-02
100280,Analisi 1,8,21,2023-10-01
100280,Calcolatori,8,24,2023-01-28
100281,Fisica 1,10,20,2025-01-11
100281,Programmazione 1,9,27,2024-05-05
100281,Analisi 1,12,24,2026-11-04
100281,Sistemi Operativi,6,19,2025-09-07
100281,Basi di Dati,10,29,2025-04-15
100282,Algebra Lineare,8,26,2025-06-23
100282,Calcolatori,12,26,2023-01-12
100282,Meccatronica,10,29,2026-05-03
100282,Machine Learning,8,20,2024-05-24
100282,Sistemi Operativi,12,21,2023-06-24
100283,Programmazione 1,10,19,2023-08-27
100283,Fisica 1,6,22,2025-10-13
100283,Basi di Dati,9,19,2023-05-28
100284,Machine Learning,10,25,2023-04-07
100284,Basi di Dati,10,20,2026-09-02
100284,Programmazione 1,9,18,2025-01-20
100284,Meccatronica,9,22,2024-01-11
100284,Fisica 1,12,24,2026-12-24
100285,Analisi 1,9,26,2026-07-19
100285,Sistemi Operativi,12,30,2025-03-13
100285,Machine Learning,10,29,2024-03-01
100286,Algebra Lineare,12,22,2025-10-13
100286,Analisi 1,6,27,2025-06-09
100286,Fisica 1,9,30,2023-02-10
100286,Machine Learning,12,28,2025-05-28
100287,Basi di Dati,10,18,2026-01-12
100287,Meccatronica,10,28,2024-07-02
100287,Programmazione 1,12,19,2025-10-18
100288,Analisi 1,9,22,2026-03-08
100288,Basi di Dati,8,20,2023-04-04
100288,Analisi 2,6,20,2026-10-11
100288,Sistemi Operativi,6,26,2024-01-23
100289,Algebra Lineare,6,27,2024-06-04
100289,Programmazione 1,6,26,2026-02-17
100289,Calcolatori,6,21,2024-06-19
100289,Meccatronica,9,28,2026-02-21
100290,Algebra Lineare,12,30,2025-06-14
100290,Analisi 2,9,25,2025-10-01
100290,Programmazione 1,8,23,2023-05-05
100290,Sistemi Operativi,12,18,2023-10-07
100291,Sistemi Operativi,10,27,2023-11-24
100291,Meccatronica,8,24,2023-02-08
100291,Calcolatori,12,26,2026-09-24
100291,Analisi 1,6,26,2023-10-16
100292,Sistemi Operativi,8,27,2025-04-11
100292,Meccatronica,8,30,2025-04-15
100292,Basi di Dati,9,29,2023-12-08
100292,Analisi 2,10,29,2026-06-03
100292,Machine Learning,9,26,2023-06-21
100293,Meccatronica,10,21,2024-09-08
100293,Fisica 1,10,28,2024-10-09
100293,Basi di Dati,9,23,2025-02-03
100293,Machine Learning,10,24,2024-10-16
100294,Fisica 1,6,24,2025-09-23
100294,Analisi 2,10,29,2023-03-28
100294,Basi di Dati,6,24,2023-12-06
100294,Programmazione 1,6,20,2026-07-12
100294,Analisi 1,8,24,2024-12-10
100295,Calcolatori,6,19,2025-08-14
100295,Meccatronica,10,29,2026-05-25
100295,Analisi 1,10,29,2024-12-06
100296,Meccatronica,12,27,2025-11-21
100296,Sistemi Operativi,10,24,2025-08-06
100296,Analisi 1,12,29,2025-02-08
100296,Basi di Dati,9,25,2025-01-19
100296,Programmazione 1,12,26,2026-05-11
100297,Calcolatori,8,24,2025-10-20
100297,Analisi 2,9,19,2025-05-06
100297,Sistemi Operativi,6,22,2025-08-15
100297,Programmazione 1,8,20,2025-05-20
100298,Fisica 1,6,21,2024-01-20
100298,Algebra Lineare,6,26,2024-01-16
100298,Analisi 2,6,23,2024-05-19
100299,Basi di Dati,10,22,2023-12-23
100299,Sistemi Operativi,6,25,2026-08-09
100299,Analisi 2,6,20,2025-12-22
100299,Machine Learning,6,23,2023-12-26
100300,Analisi 1,12,23,2025-08-21
100300,Calcolatori,12,28,2023-12-23
100300,Analisi 2,9,18,2026-02-23
100301,Calcolatori,6,21,2024-10-13
100301,Fisica 1,8,28,2024-05-16
100301,Programmazione 1,8,25,2024-12-16
100301,Meccatronica,9,20,2024-11-03
100301,Machine Learning,12,29,2024-01-14
100302,Basi di Dati,8,18,2026-12-09
100302,Sistemi Operativi,12,24,2024-11-12
100302,Fisica 1,10,26,2024-05-27
100303,Algebra Lineare,10,27,2025-09-16
100303,Basi di Dati,9,19,2024-02-25
100303,Sistemi Operativi,9,24,2026-06-08
100304,Machine Learning,6,23,2026-12-05
100304,Analisi 1,10,30,2026-10-14
100304,Analisi 2,8,18,2025-05-17
100304,Fisica 1,8,30,2026-01-18
100304,Basi di Dati,9,22,2025-07-13
100305,Machine Learning,9,25,2024-06-21
100305,Meccatronica,6,22,2026-07-08
100305,Algebra Lineare,12,20,2024-11-04
100305,Programmazione 1,12,27,2025-03-20
100306,Programmazione 1,9,23,2023-11-02
100306,Meccatronica,12,21,2025-09-07
100306,Machine Learning,8,26,2026-12-08
100306,Sistemi Operativi,9,30,2024-06-11
100306,Calcolatori,10,21,2024-01-02
100307,Sistemi Operativi,10,18,2024-05-10
100307,Analisi 1,6,21,2024-01-09
100307,Machine Learning,6,30,2026-11-13
100308,Algebra Lineare,6,26,2026-01-01
100308,Analisi 1,12,27,2024-02-24
100308,Sistemi Operativi,12,30,2026-04-27
100309,Algebra Lineare,6,22,2025-08-07
100309,Calcolatori,6,22,2026-07-10
100309,Machine Learning,10,19,2024-07-18
100309,Meccatronica,9,25,2025-12-18
100309,Sistemi Operativi,12,21,2026-01-16
100310,Machine Learning,12,18,2026-04-15
100310,Calcolatori,9,25,2023-11-10
100310,Analisi 1,9,20,2023-02-18
100310,Fisica 1,8,21,2026-10-08
100310,Basi di Dati,6,20,2026-10-27
100311,Sistemi Operativi,10,22,2026-05-24
100311,Fisica 1,9,20,2023-06-23
100311,Programmazione 1,12,27,2026-01-09
100311,Machine Learning,8,30,2026-09-16
100312,Fisica 1,10,26,2023-02-14
100312,Calcolatori,6,24,2024-01-06
100312,Basi di Dati,12,29,2023-03-07
100312,Sistemi Operativi,10,19,2023-07-16
100313,Sistemi Operativi,12,24,2026-01-10
100313,Basi di Dati,6,24,2025-12-22
100313,Analisi 2,9,26,2025-10-12
100314,Analisi 2,8,30,2025-09-20
100314,Meccatronica,9,25,2026-04-11
100314,Algebra Lineare,8,20,2026-01-11
100314,Basi di Dati,10,20,2024-08-03
100314,Calcolatori,6,22,2024-04-23
100315,Sistemi Operativi,6,18,2026-10-06
100315,Basi di Dati,6,23,2024-06-21
100315,Calcolatori,6,21,2025-05-27
100316,Meccatronica,10,22,2024-02-19
100316,Algebra Lineare,8,19,2024-05-06
100316,Calcolatori,9,27,2023-03-26
100316,Sistemi Operativi,12,27,2026-06-19
100317,Meccatronica,6,30,2024-04-03
100317,Algebra Lineare,12,20,2024-03-16
100317,Basi di Dati,6,23,2023-01-05
100317,Analisi 1,12,30,2026-07-22
100317,Machine Learning,10,23,2025-09-25
100318,Fisica 1,10,30,2026-12-16
100318,Sistemi Operativi,9,22,2025-09-03
100318,Machine Learning,12,21,2024-11-27
100319,Analisi 2,9,28,2023-09-14
100319,Machine Learning,9,20,2023-06-28
100319,Basi di Dati,10,30,2025-12-14
100319,Fisica 1,8,27,2024-07-12
100320,Programmazione 1,9,26,2024-01-19
100320,Fisica 1,9,23,2023-06-09
100320,Basi di Dati,12,18,2025-01-21
100321,Basi di Dati,9,22,2023-10-27
100321,Machine Learning,6,29,2026-10-21
100321,Programmazione 1,10,25,2024-08-24
100321,Calcolatori,12,30,2023-01-12
100322,Meccatronica,8,19,2026-02-02
100322,Analisi 2,10,28,2023-06-04
100322,Sistemi Operativi,12,22,2024-11-20
100323,Programmazione 1,12,29,2025-09-01
100323,Calcolatori,10,24,2023-02-07
100323,Sistemi Operativi,12,20,2025-02-06
100323,Basi di Dati,10,18,2025-10-07
100323,Analisi 1,12,24,2024-11-24
100324,Algebra Lineare,6,23,2026-10-27
100324,Meccatronica,6,27,2026-02-04
100324,Calcolatori,6,20,2023-03-11
100325,Programmazione 1,9,25,2023-12-08
100325,Analisi 2,9,28,2024-12-25
100325,Meccatronica,8,22,2023-07-23
100325,Analisi 1,9,20,2025-03-19
100325,Calcolatori,9,24,2024-04-09
100326,Analisi 2,10,22,2023-08-12
100326,Algebra Lineare,12,23,2025-11-17
100326,Sistemi Operativi,10,28,2024-01-27
100327,Machine Learning,9,28,2025-04-11
100327,Analisi 2,12,26,2025-02-17
100327,Fisica 1,8,22,2024-08-09
100327,Calcolatori,6,19,2024-08-05
